"Lot_Size","Num_of_Bedrooms","Unit_Type","Electric_Cost","Internet_Access","Fiber_Optic","Heatfuel_Type","Num_of_Rooms","Water_Cost","Built_Year","Ownership_Status","Mortgage_Equity_Status","Fam_Type_Emp_Status","Household_Language","Fam_Type_Household_Status","Children_Age","Residence_Duration","Family_Size","Num_of_Children","Under_18","Over_60","Over_65","Num_of_Workers","Household_Work_Exp","Household_Work_Status","Num_of_Vehicles","Mobile_Broadband","Prediction"
"1",3,"2",310,"1","2","1",8,130,"3","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",1,"2","0"
"1",3,"2",20,"3",NA,"1",6,780,"6","2",NA,NA,"4","6","4","7",NA,0,"0","1","0",NA,NA,NA,1,NA,"0"
"1",5,"2",200,"1","2","1",9,510,"8","1","3","2","1","1","2","5",8,3,"1","2","2",3,"3","3",5,"1","0"
"1",4,"1",50,"3",NA,"1",6,230,"8","1","3",NA,"2","4","4","4",NA,0,"0","0","0",NA,NA,NA,1,NA,"0"
"1",3,"2",2,"1","2","3",5,780,"7","1","3","1","4","1","2","5",4,2,"1","1","0",2,"7","2",2,"2","0"
"1",2,"2",2,"3",NA,"1",4,1200,"1","2",NA,NA,"1","4","4","6",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",4,"2",150,"1","1","1",9,800,"6","1","3","1","4","1","3","3",4,2,"1","0","0",2,"1","1",2,"1","1"
"1",3,"2",110,"1","1","1",7,1200,"7","1","3","1","1","1","4","4",2,0,"0","0","0",2,"1","1",3,"2","0"
"2",4,"2",400,"1","2","1",5,2,"7","1","3","1","3","1","2","6",5,2,"1","1","1",2,"2","1",3,"1","0"
"1",4,"2",60,"1","2","1",7,750,"5","1","3","3","1","1","4","6",2,0,"0","0","0",2,"5","7",3,"1","0"
"1",4,"1",180,"1","2","1",8,20,"11","1","3","7","2","3","3","4",5,2,"1","0","0",1,"13","13",3,"2","0"
"2",5,"2",200,"1","2","1",14,2,"7","2",NA,"6","1","2","2","5",4,3,"1","0","0",0,"12","12",2,"2","0"
"1",5,"2",30,"2",NA,"1",7,120,"5","1","3","3","2","1","3","6",7,3,"1","2","1",3,"3","7",6,NA,"0"
"1",4,"3",110,"1","2","3",7,800,"7","1","3","2","1","1","4","5",2,0,"0","2","2",1,"3","3",2,"1","0"
"1",3,"2",150,"1","2","2",9,3100,"5","1","3",NA,"3","5","4","3",NA,0,"0","2","2",NA,NA,NA,3,"1","0"
"1",2,"3",30,"1","2","1",4,1,"5","1","3","7","1","3","4","3",2,0,"0","1","1",1,"14","13",1,"2","0"
"2",3,"2",80,"1","2","3",5,90,"5","2",NA,"4","4","1","4","7",4,0,"0","2","2",2,"9","9",2,"2","0"
"1",3,"1",50,"1","2","1",5,1,"5","2",NA,"2","2","1","1","3",4,2,"1","0","0",1,"7","3",3,"2","0"
"1",3,"2",280,"1","2","1",6,1100,"3","2",NA,"3","1","1","4","7",2,0,"0","2","2",1,"6","7",2,"2","0"
"1",4,"2",270,"1","2","2",7,2700,"4","1","3","2","3","1","1","7",5,1,"1","1","1",2,"3","3",3,"1","0"
"1",3,"2",200,"1","2","1",6,2,"4","1","3","1","1","1","1","4",4,2,"1","0","0",2,"1","1",2,"2","0"
"1",3,"2",300,"1","2","1",6,300,"5","2",NA,"2","1","1","4","1",2,0,"0","2","1",1,"3","3",1,"1","0"
"1",3,"2",250,"1","2","1",5,1000,"7","2",NA,NA,"1","6","4","1",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"2",180,"1","2","3",5,1200,"6","1","1","1","1","1","2","5",4,1,"1","0","0",3,"4","1",2,"1","0"
"1",4,"2",70,"1","2","1",7,1200,"4","1","3","1","1","1","1","1",3,1,"1","0","0",2,"5","1",2,"2","0"
"2",3,"3",20,"1","2","3",5,360,"1","1","3",NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",200,"1","2","1",5,3000,"4","1","3","1","1","1","2","4",5,2,"1","0","0",2,"1","1",3,"2","1"
"1",2,"2",40,"3",NA,"1",5,300,"1","2",NA,NA,"2","4","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",150,"1","1","3",6,80,"6","2",NA,"4","4","1","4","6",3,0,"0","0","0",0,"9","9",3,"1","0"
"1",5,"2",300,"1","1","1",11,3300,"15","1","3","7","2","3","2","3",3,2,"1","0","0",1,"13","13",4,"1","1"
"1",2,"2",50,"1","2","1",4,1200,"7","2",NA,NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",5,"2",80,"1","2","1",8,1400,"13","1","3","1","1","1","2","4",4,2,"1","0","0",2,"2","1",2,"2","1"
"1",3,"2",40,"1","2","1",8,600,"2","1","3","1","1","1","2","5",3,1,"1","0","0",2,"5","1",2,"1","0"
"1",3,"2",50,"1","2","1",6,100,"8","2",NA,"1","2","1","2","1",5,3,"1","0","0",1,"3","2",1,"2","0"
"1",3,"2",50,"3",NA,"1",6,1200,"6","2",NA,"4","1","1","4","6",2,0,"0","2","2",0,"9","9",2,NA,"0"
"1",4,"2",450,"1","2","1",7,500,"7","2",NA,"1","3","1","2","3",4,2,"1","0","0",2,"1","1",2,"1","1"
"1",2,"2",100,"1","2","1",6,900,"1","1","3","4","2","1","4","6",3,0,"0","1","1",1,"9","9",4,"2","0"
"1",4,"2",440,"1","2","1",6,2400,"3","1","3","1","1","1","4","5",2,0,"0","0","0",2,"4","4",4,"2","0"
"1",3,"2",470,"1","2","1",9,30,"7","2",NA,"2","1","1","1","2",3,1,"1","0","0",2,"2","3",3,"2","0"
"1",2,"3",200,"1","2","3",5,1,"3","2",NA,"8","2","3","4","6",3,0,"0","1","1",1,"15","15",2,"1","0"
"1",1,"2",100,"1","2","1",3,100,"6","1","3",NA,"1","6","4","1",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",5,"2",280,"1","2","1",10,990,"3","1","2","1","1","1","4","6",2,0,"0","2","2",2,"1","1",3,"1","1"
"1",2,"2",40,"1","2","3",5,400,"2","2",NA,NA,"4","6","4","7",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",4,"2",80,"1","2","1",8,1000,"2","1","3","2","2","1","4","5",3,0,"0","1","1",2,"8","3",1,"2","0"
"1",3,"2",140,"1","2","3",4,90,"4","2",NA,"2","2","1","4","5",3,0,"0","0","0",1,"3","3",4,"1","0"
"1",5,"3",100,"1","2","1",9,1700,"2","1","3","1","1","1","4","5",2,0,"0","0","0",2,"4","1",2,"2","1"
"1",3,"2",350,"1","2","1",5,1100,"2","1","3","2","1","1","2","4",7,5,"1","0","0",2,"3","3",3,"1","0"
"1",3,"2",300,"1","2","1",5,1700,"3","1","2","1","1","1","4","5",2,0,"0","0","0",2,"1","1",4,"2","0"
"1",4,"2",320,"1","2","1",7,1800,"7","1","2","2","1","1","4","6",2,0,"0","0","0",1,"7","3",3,"1","0"
"2",3,"2",30,"3",NA,"1",7,580,"3","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",1,NA,"0"
"1",3,"2",80,"1","2","3",6,170,"4","1","3","4","2","1","4","3",4,0,"0","2","2",2,"9","9",3,"1","0"
"1",4,"2",110,"1","2","1",6,700,"4","1","3","7","1","3","2","3",3,2,"1","0","0",1,"13","13",1,"1","0"
"1",3,"2",80,"1","2","1",6,120,"6","1","2","5","2","2","4","5",4,0,"0","1","1",2,"10","10",4,"1","0"
"1",3,"2",60,"3",NA,"1",7,1200,"3","1","3",NA,"3","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",4,"2",150,"1","1","1",7,960,"7","2",NA,"4","2","1","4","6",2,0,"0","2","2",0,"9","9",1,"1","0"
"1",4,"2",100,"1","2","1",7,2400,"6","1","3","1","2","1","2","6",5,2,"1","0","0",2,"1","1",3,"2","0"
"1",4,"2",80,"1","2","1",8,1000,"8","1","3","2","1","1","2","5",3,1,"1","0","0",1,"3","3",3,"2","0"
"1",4,"2",60,"1","2","1",7,1800,"1","1","3",NA,"2","4","4","5",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"2",100,"1","2","1",5,750,"2","2",NA,"2","2","1","3","6",8,4,"1","0","0",2,"6","3",3,"2","0"
"1",4,"2",300,"1","2","1",8,80,"4","1","3","1","1","1","2","4",4,1,"1","0","0",3,"1","1",2,"2","1"
"1",4,"2",280,"3",NA,"1",8,510,"4","1","3","3","2","1","4","5",2,0,"0","1","0",1,"8","7",2,NA,"0"
"2",3,"2",30,"1","2","3",4,30,"3","1","3","1","4","1","4","1",6,0,"0","0","0",3,"5","1",4,"2","0"
"1",3,"2",70,"1","2","1",9,60,"7","1","3","1","2","1","2","5",6,2,"1","2","2",2,"1","1",4,"2","0"
"3",2,"2",150,"1","2","6",4,2,"5","2",NA,NA,"1","6","4","6",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",60,"1","2","2",7,1700,"7","1","3","4","1","1","4","6",2,0,"0","2","1",1,"6","9",2,"2","0"
"1",3,"2",80,"1","2","1",6,1200,"4","1","3","1","1","1","4","7",2,0,"0","1","0",2,"1","1",2,"2","0"
"1",3,"2",50,"1","2","1",7,1300,"4","2",NA,NA,"1","6","4","2",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",3,"2",70,"1","2","3",7,700,"3","1","3","1","2","1","3","3",4,2,"1","0","0",2,"1","1",2,"1","0"
"1",2,"2",180,"3",NA,"1",4,70,"3","2",NA,NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",150,"1","2","1",10,70,"9","2",NA,"2","1","1","4","4",2,0,"0","2","2",1,"3","3",1,"2","0"
"1",3,"2",200,"1","2","9",7,2400,"1","1","3","2","2","1","3","3",6,4,"1","0","0",1,"3","3",2,"2","0"
"1",3,"2",60,"1","2","1",5,120,"3","1","3","8","1","3","4","7",3,0,"0","1","1",2,"15","15",3,"2","0"
"1",3,"2",160,"3",NA,"1",8,70,"3","2",NA,NA,"4","6","4","7",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",3,"2",230,"1","1","3",7,1200,"4","1","3",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,3,"2","0"
"1",4,"2",60,"1","1","6",8,1200,"6","1","3",NA,"2","5","4","4",NA,0,"0","0","0",NA,NA,NA,4,"2","0"
"1",3,"2",50,"1","2","1",5,1000,"4","1","3","3","4","1","1","3",7,1,"1","0","0",3,"3","7",5,"2","0"
"1",3,"2",120,"2",NA,"1",5,600,"5","1","3","5","1","2","2","4",3,2,"1","0","0",1,"10","10",2,NA,"0"
"1",2,"2",30,"2",NA,"1",4,80,"4","1","3",NA,"1","4","4","3",NA,0,"0","0","0",NA,NA,NA,2,NA,"0"
"1",2,"2",150,"3",NA,"1",3,50,"3","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
"1",3,"1",80,"3",NA,"3",5,1,"6","1","3","7","1","3","1","3",2,1,"1","0","0",1,"13","13",1,NA,"0"
"1",3,"2",280,"1","2","1",7,1800,"3","1","3","2","2","1","4","7",5,0,"0","2","2",2,"6","3",2,"1","0"
"1",3,"2",140,"1","2","1",6,1500,"3","1","2",NA,"1","6","4","4",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"2",4,"2",300,"1","2","1",8,100,"4","1","3","4","1","1","4","7",2,0,"0","2","2",0,"9","9",3,"1","0"
"1",3,"2",400,"1","2","1",5,1500,"5","2",NA,"6","1","2","4","6",2,0,"0","0","0",1,"11","12",2,"2","0"
"2",4,"2",300,"1","2","1",8,50,"8","1","3","2","1","1","4","3",2,0,"0","2","2",1,"6","3",2,"2","0"
"1",3,"2",60,"1","2","1",6,110,"5","1","3","1","2","1","4","7",2,0,"0","2","0",2,"1","1",3,"2","0"
"1",0,"2",60,"1","2","1",1,960,"7","2",NA,"1","2","1","3","2",7,2,"1","0","0",3,"1","1",2,"2","0"
"1",3,"1",470,"1","2","1",6,140,"6","1","2",NA,"1","7","4","5",NA,0,"0","2","2",NA,NA,NA,2,"2","0"
"1",3,"3",100,"3",NA,"3",6,1000,"1","1","3","2","2","1","4","7",3,0,"0","2","2",1,"7","3",1,NA,"0"
"1",3,"2",200,"3",NA,"1",6,1200,"7","2",NA,"1","2","1","3","5",5,2,"1","0","0",3,"4","2",0,NA,"0"
"1",2,"2",60,"1","2","1",6,1000,"2","1","3","1","1","1","4","5",2,0,"0","2","2",2,"1","1",2,"1","0"
"1",4,"2",90,"1","2","1",5,600,"3","1","3","3","1","1","2","4",4,2,"1","0","0",1,"8","7",2,"1","0"
"1",3,"2",50,"1","2","1",7,1000,"2","2",NA,"2","5","1","4","7",2,0,"0","2","2",2,"5","3",2,"2","0"
"1",3,"3",100,"1","2","1",8,1,"6","1","3","2","2","1","2","5",4,1,"1","0","0",2,"3","3",2,"2","0"
"1",3,"2",40,"1","2","9",6,400,"1","2",NA,"1","2","1","2","5",4,2,"1","0","0",2,"1","1",2,"2","0"
"2",1,"2",30,"3",NA,"2",2,2000,"2","1","3",NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",80,"3",NA,"1",5,500,"3","1","3","2","1","1","4","5",2,0,"0","0","0",1,"7","3",1,NA,"0"
"2",3,"2",200,"2",NA,"1",6,1800,"3","1","3","1","1","1","4","6",2,0,"0","0","0",2,"1","1",2,NA,"0"
"1",4,"2",230,"1","2","1",6,2800,"4","1","3","1","1","1","2","5",4,2,"1","0","0",2,"1","1",2,"2","1"
"1",2,"3",2,"1","2","1",5,280,"7","1","3","1","4","1","1","4",3,1,"1","1","1",2,"1","1",2,"1","0"
"1",3,"2",90,"1","2","1",6,700,"3","1","3","1","1","1","2","5",5,2,"1","0","0",3,"1","1",4,"2","0"
"1",2,"3",60,"1","1","3",5,1,"11","1","3","1","1","1","4","4",2,0,"0","0","0",2,"1","1",1,"1","0"
"1",3,"2",20,"3",NA,"1",5,430,"5","2",NA,NA,"1","6","4","1",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",5,"2",410,"1","2","3",8,1300,"7","1","1","1","1","1","2","2",5,3,"1","0","0",2,"2","1",3,"1","1"
"1",4,"2",50,"1","2","1",8,600,"6","1","3","1","4","1","4","6",2,0,"0","0","0",2,"1","1",2,"1","1"
"1",4,"2",170,"1","2","1",8,720,"4","2",NA,NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",0,"3",140,"1","2","3",1,120,"6","2",NA,NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",4,"2",100,"1","2","1",6,110,"7","1","2","3","3","1","4","5",4,0,"0","2","2",1,"6","8",2,"2","0"
"1",4,"2",150,"1","1","1",8,960,"8","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",3,"1","0"
"1",4,"2",90,"1","2","1",7,1300,"7","1","3","2","5","1","1","1",4,2,"1","0","0",1,"3","3",2,"2","0"
"1",4,"2",100,"1","2","1",9,1200,"5","2",NA,"2","3","1","2","5",4,1,"1","0","0",1,"7","3",3,"2","1"
"1",3,"2",120,"1","2","1",7,600,"3","1","3","2","1","1","4","5",2,0,"0","2","2",1,"6","3",2,"1","0"
"1",3,"2",140,"1","2","1",9,850,"4","1","2","2","1","1","4","3",2,0,"0","1","0",1,"3","3",3,"2","0"
"1",4,"2",60,"1","2","3",7,600,"4","1","3","1","1","1","3","1",5,3,"1","0","0",2,"4","1",2,"2","0"
"1",0,"3",80,"1","2","3",1,900,"1","1","3",NA,"1","4","4","2",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",4,"2",200,"1","2","1",7,570,"6","2",NA,"1","1","1","4","6",2,0,"0","0","0",2,"1","1",2,"2","0"
"1",2,"1",60,"1","2","1",5,300,"5","2",NA,"1","1","1","2","5",3,1,"1","0","0",2,"1","1",2,"2","0"
"1",4,"2",70,"1","2","1",8,1800,"5","2",NA,"1","4","1","2","5",5,3,"1","0","0",2,"5","1",4,"2","0"
"2",3,"2",120,"1","2","2",4,120,"19","2",NA,NA,"1","4","4","1",NA,0,"0","0","0",NA,NA,NA,3,"1","0"
"1",3,"2",40,"1","2","1",6,500,"2","1","3","5","2","2","1","1",2,1,"1","0","0",1,"10","10",2,"1","0"
"1",3,"2",40,"3",NA,"1",5,720,"3","1","3","2","2","1","4","6",2,0,"0","2","0",1,"7","3",3,NA,"0"
"1",4,"2",300,"3",NA,"1",7,1000,"1","1","3","7","1","3","4","3",3,0,"0","2","1",2,"14","13",3,NA,"0"
"1",4,"2",140,"1","2","3",6,1200,"5","1","3","2","4","1","2","6",5,1,"1","2","2",2,"6","3",2,"1","0"
"1",4,"2",90,"1","2","1",6,60,"4","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"2",4,"2",150,"1","2","3",6,240,"6","2",NA,"3","1","1","4","7",3,0,"0","2","2",1,"6","7",3,"1","0"
"2",3,"2",220,"1","2","1",6,1300,"5","1","4","7","2","3","2","7",4,2,"1","0","0",2,"13","13",2,"2","0"
"1",2,"1",60,"1","2","1",5,600,"5","1","3","7","1","3","4","5",2,0,"0","1","1",1,"14","13",2,"2","0"
"1",2,"2",100,"1","2","1",4,30,"2","1","3",NA,"1","6","4","4",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"1",170,"1","2","3",6,30,"5","2",NA,"2","1","1","2","5",4,1,"1","1","0",2,"8","3",2,"1","0"
"2",4,"2",40,"1","2","9",7,360,"1","2",NA,"4","2","1","4","7",2,0,"0","2","2",0,"9","9",3,"1","0"
"1",4,"2",200,"1","2","1",14,3000,"8","1","3","2","1","1","4","5",3,0,"0","1","1",2,"3","3",3,"1","1"
"1",4,"2",130,"1","2","9",8,700,"6","2",NA,"1","1","1","4","7",3,0,"0","1","1",3,"5","1",3,"2","0"
"1",4,"2",130,"1","2","1",8,570,"5","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",4,"3",NA,"1",8,720,"4","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",2,"2",30,"1","2","1",4,920,"3","2",NA,"1","1","1","4","6",2,0,"0","1","0",2,"1","1",2,"2","0"
"1",3,"2",50,"1","1","1",4,2400,"7","1","2","1","4","1","4","5",2,0,"0","2","0",2,"4","1",2,"2","0"
"3",2,"2",400,"1","2","1",4,2,"10","1","1","1","1","1","3","4",6,3,"1","0","0",3,"1","1",3,"2","0"
"1",3,"3",110,"1","2","1",6,700,"6","1","2","1","4","1","2","5",3,1,"1","0","0",2,"1","1",2,"2","0"
"1",5,"2",400,"1","2","1",9,800,"7","1","3","2","1","1","2","5",5,2,"1","0","0",1,"7","3",4,"1","1"
"1",2,"2",70,"1","2","1",5,900,"1","2",NA,"7","1","3","3","5",5,3,"1","0","0",1,"13","13",2,"2","0"
"1",4,"2",90,"1","2","1",9,2400,"6","1","2","1","1","1","2","5",4,1,"1","0","0",2,"2","1",3,"2","0"
"2",2,"2",90,"1","2","1",6,700,"7","2",NA,NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",2,"3",20,"3",NA,"1",5,300,"2","2",NA,NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
"3",5,"2",40,"1","2","1",7,2,"3","1","3","1","4","1","4","5",4,0,"0","1","1",3,"1","1",3,"1","1"
"1",2,"3",30,"3",NA,"3",4,2,"5","1","3","2","4","1","4","3",2,0,"0","0","0",1,"3","3",3,NA,"0"
"1",4,"2",80,"1","2","1",8,300,"6","1","3","2","1","1","4","6",2,0,"0","2","2",1,"3","3",3,"1","0"
"1",3,"2",100,"1","2","1",6,1000,"2","1","2","2","2","1","3","4",4,2,"1","1","0",1,"6","3",3,"2","0"
"1",3,"2",160,"1","2","1",6,1400,"8","1","3","2","2","1","2","4",4,1,"1","0","0",1,"3","3",3,"1","0"
"1",3,"2",60,"1","2","3",6,720,"8","2",NA,NA,"2","1","4","1",2,0,"0","0","0",2,"1",NA,2,"2","0"
"2",5,"2",640,"1","2","3",14,1000,"6","2",NA,"2","3","1","4","5",2,0,"0","1","0",1,"8","3",2,"1","1"
"1",3,"2",100,"1","2","1",6,540,"7","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"2",5,"2",180,"1","2","7",9,2,"6","1","3","4","1","1","4","6",3,0,"0","2","2",1,"9","9",2,"2","0"
"1",3,"2",250,"1","1","1",6,40,"2","2",NA,"7","1","3","4","7",2,0,"0","0","0",2,"13","13",2,"2","0"
"1",3,"2",70,"1","2","1",4,480,"4","1","3","1","1","1","4","6",3,0,"0","0","0",3,"1","1",5,"1","1"
"1",3,"2",50,"1","2","1",6,90,"7","2",NA,NA,"1","4","4","1",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",4,"2",110,"1","2","3",7,1400,"7","1","2","2","1","1","2","5",4,2,"1","0","0",1,"3","3",2,"2","0"
"1",2,"2",120,"1","2","7",4,1800,"2","1","3","2","2","1","4","5",6,0,"0","2","1",3,"6","3",3,"2","0"
"1",4,"2",90,"1","2","3",8,2400,"2","1","3","8","1","3","2","7",4,1,"1","2","2",3,"14","15",1,"2","0"
"1",3,"2",220,"1","2","1",5,1200,"4","1","3",NA,"2","7","4","5",NA,0,"0","2","2",NA,NA,NA,2,"1","0"
"1",2,"1",20,"1","2","3",3,50,"6","2",NA,"7","1","3","2","6",3,1,"1","0","0",2,"14","13",1,"2","0"
"1",2,"2",270,"1","1","1",9,4100,"4","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",4,"2",70,"1","1","1",8,1200,"8","1","3","1","1","1","2","5",4,1,"1","0","0",2,"4","1",2,"1","0"
"1",3,"2",80,"1","2","3",6,350,"5","2",NA,NA,"1","6","4","7",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",5,"2",510,"1","1","1",11,500,"7","1","3","4","1","1","1","5",5,1,"1","2","1",2,"9","9",5,"2","0"
"1",3,"2",510,"1","2","1",7,1200,"7","1","3","2","1","1","1","4",5,3,"1","0","0",1,"3","3",2,"2","0"
"1",3,"2",60,"1","2","1",8,500,"3","1","3","2","1","1","4","7",2,0,"0","2","1",1,"3","3",2,"1","0"
"1",2,"1",170,"3",NA,"1",5,1,"5","2",NA,"6","1","2","4","4",2,0,"0","0","0",0,"12","12",0,NA,"0"
"1",2,"1",50,"1","2","1",5,400,"5","2",NA,NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",50,"1","2","1",8,1700,"1","1","3","1","1","1","4","1",2,0,"0","0","0",2,"2","1",2,"2","0"
"1",2,"2",100,"1","2","1",5,1200,"1","1","3","4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",3,"2",130,"1","2","1",5,800,"4","1","3",NA,"1","4","4","4",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"2",80,"1","2","1",7,540,"4","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",5,"2",100,"1","1","1",10,30,"7","2",NA,"2","4","1","4","5",3,0,"0","2","2",2,"3","3",3,"1","0"
"1",2,"3",150,"1","2","3",3,70,"1","2",NA,NA,"3","1","4","7",2,0,"0","2","2",0,"9",NA,2,"1","0"
"1",3,"2",110,"1","2","1",6,500,"7","2",NA,NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",400,"1","2","1",4,480,"6","1","3","4","1","1","4","7",4,0,"0","2","1",1,"9","9",3,"1","0"
"1",4,"2",150,"1","2","1",7,210,"5","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",40,"1","1","7",5,700,"7","2",NA,"1","1","1","2","5",4,2,"1","0","0",2,"1","1",3,"2","0"
"1",4,"2",40,"1","1","9",6,1200,"5","1","3","8","1","3","4","7",2,0,"0","1","1",2,"14","15",1,"1","0"
"1",4,"2",230,"1","2","1",7,100,"4","1","3",NA,"1","6","4","3",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"2",2,"1",200,"1","2","2",5,1300,"5","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",3,"2","0"
"1",3,"2",150,"1","2","1",6,650,"8","1","3","5","1","2","1","3",2,1,"1","0","0",1,"10","10",1,"1","0"
"1",3,"1",30,"3",NA,"1",6,30,"5","2",NA,NA,"1","4","4","6",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",3,"2",110,"1","2","1",6,490,"3","1","2","8","1","3","4","6",4,0,"0","2","1",0,"15","15",4,"2","0"
"1",3,"2",60,"3",NA,"1",5,560,"6","2",NA,"1","2","1","4","7",2,0,"0","2","0",2,"4","1",1,NA,"0"
"1",3,"2",170,"1","2","1",9,1100,"7","2",NA,"4","1","1","4","3",2,0,"0","2","2",0,"9","9",1,"2","0"
"1",3,"2",100,"1","2","1",9,1500,"3","1","2","2","1","1","2","6",3,1,"1","0","0",2,"2","3",1,"1","0"
"1",3,"2",80,"1","2","1",7,60,"4","1","3","1","4","1","1","1",5,1,"1","2","2",2,"2","4",3,"1","0"
"1",3,"2",50,"1","2","1",5,50,"7","1","3","7","1","3","1","2",3,1,"1","0","0",2,"13","13",3,"2","0"
"1",4,"2",180,"1","2","1",9,50,"8","1","3","1","1","1","2","5",4,2,"1","0","0",2,"1","1",2,"1","1"
"1",3,"2",200,"1","2","3",5,1200,"6","1","3","7","1","3","2","5",2,1,"1","0","0",1,"14","13",3,"1","0"
"1",3,"2",50,"1","1","3",5,700,"3","1","3","1","2","1","2","5",4,2,"1","0","0",2,"2","1",2,"1","0"
"1",3,"2",300,"1","2","6",5,1600,"1","1","3","5","1","2","2","7",3,1,"1","0","0",1,"10","10",3,"1","0"
"1",2,"2",60,"1","2","1",6,1500,"7","1","1","1","2","1","3","3",5,3,"1","0","0",2,"2","1",2,"1","0"
"1",2,"1",40,"1","2","1",4,60,"5","2",NA,NA,"1","7","4","7",NA,0,"0","2","1",NA,NA,NA,1,"1","0"
"1",3,"2",40,"1","2","1",7,1300,"1","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",2,"1",40,"3",NA,"1",4,730,"4","2",NA,NA,"1","4","4","4",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",70,"1","2","1",4,700,"5","1","3","1","1","1","4","1",2,0,"0","0","0",2,"2","1",3,"1","0"
"1",4,"2",120,"1","2","1",6,150,"3","1","3","1","1","1","2","5",3,1,"1","0","0",2,"1","1",3,"2","0"
"1",3,"2",100,"1","2","1",7,80,"2","1","3","1","1","1","2","5",4,2,"1","0","0",2,"4","1",2,"1","0"
"1",2,"2",100,"1","2","1",5,50,"3","1","2","1","2","1","3","5",4,2,"1","0","0",2,"1","1",4,"1","0"
"2",3,"2",170,"1","2","2",9,950,"3","1","2","1","1","1","4","6",2,0,"0","0","0",2,"4","1",2,"1","0"
"1",3,"2",450,"1","2","3",7,1200,"11","1","3","4","1","1","4","4",2,0,"0","1","1",0,"9","9",2,"1","0"
"1",4,"2",150,"1","2","1",7,600,"4","1","3","1","4","1","2","4",5,2,"1","1","1",2,"1","1",2,"1","1"
"1",3,"2",320,"1","2","1",6,1200,"4","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",4,"2",70,"1","2","1",7,800,"5","2",NA,"8","4","3","4","6",3,0,"0","2","2",0,"15","15",1,"1","0"
"1",4,"2",170,"1","2","1",8,890,"4","2",NA,"4","3","1","4","6",2,0,"0","2","2",0,"9","9",1,"2","0"
